45000 1 10000
item1          4736 4397
a531          3045 12782
a532          7066 1736
a533          7475 5666
a534          6369 14435
a535          5807 9903
a536          2429 2565
a537          4379 1643
a538          5527 4923
a539          3153 10325
a540          3943 2494
a541          6800 616
a542          4673 7306
a543          1824 2320
a544          1354 1581
a545          5011 8996
a546          3992 14984
a547          3548 2865
a548          558 12312
a549          2693 7784
a550          2433 290
a551          1349 12217
a552          552 6592
a553          4400 386
a554          2612 4756
a555          4102 10955
a556          6297 5587
a557          176 11139
a558          5564 6887
a559          3781 4468
a560          7043 12566
a561          2574 13574
a562          6272 6403
a563          5032 7834
a564          509 3001
a565          1052 8009
a566          2815 3241
a567          2453 13105
a568          3218 8842
a569          246 12718
a570          1245 6441
a571          4859 7214
a572          1028 351
a573          4617 5459
a574          3493 1085
a575          4460 1296
a576          4908 10833
a577          1165 9538
a578          2412 14962
a579          3013 10879
a580          3781 11655
a581          6155 10792
a582          1881 8714
a583          7006 3645
a584          2687 7246
a585          1749 10406
a586          2442 9099
a587          909 9450
a588          6700 5934
a589          5537 6154
a590          1817 9267
a591          2644 688
a592          6486 4247
a593          1764 12483
a594          3118 10252
a595          1169 9223
a596          818 1247
a597          3266 13874
a598          5836 11376
a599          4333 14681
a600          4973 12914
a601          1847 8282
a602          3474 9677
a603          887 5079
a604          7208 5109
a605          5967 7878
a606          1943 2010
a607          141 728
a608          6670 9456
a609          6266 3773
a610          2656 2659
a611          6121 1618
a612          7344 3767
a613          1182 4748
a614          2383 5028
a615          3422 11276
a616          22 9765
a617          2277 10524
a618          2343 5670
a619          1395 12319
a620          3095 12832
a621          6303 13222
a622          5395 14169
a623          5861 6465
a624          3896 12040
a625          6504 13245
a626          3759 12836
a627          5930 2787
a628          4028 2477
a629          1000 912
a630          1324 5092
a631          4023 3091
a632          3363 9317
a633          4837 8322
a634          1948 3146
a635          5627 11217
a636          657 9403
a637          897 11356
a638          6838 11788
a639          4820 11214
a640          4677 3122
a641          3994 8192
a642          2240 9125
a643          5036 13742
a644          3870 5013
a645          4254 2264
a646          6175 9936
a647          2424 1068
a648          1974 7162
a649          822 8744
a650          6447 13972
a651          5710 5849
a652          4008 13938
a653          1617 4590
a654          5480 1842
a655          4811 3498
a656          1989 12477
a657          384 5230
a658          3915 12272
a659          351 12161
a660          79 360
a661          605 14059
a662          1733 9391
a663          5108 11868
a664          4189 14558
a665          6157 9574
a666          7339 7453
a667          3924 10633
a668          4873 14727
a669          671 4492
a670          2506 4461
a671          3055 2573
a672          2925 13586
a673          991 10749
a674          6105 3939
a675          3759 9113
a676          4129 7989
a677          2295 11600
a678          125 219
a679          2206 4910
a680          6193 9512
a681          2144 13057
a682          6797 12515
a683          2558 10532
a684          5337 2619
a685          3104 4148
a686          4505 5705
a687          2832 1020
a688          361 5185
a689          6515 198
a690          1493 10210
a691          794 1784
a692          1903 1327
a693          571 5891
a694          5328 14710
a695          3642 851
a696          2718 13861
a697          6906 620
a698          720 11144
a699          2819 4480
a700          3396 9454
a701          3432 12211
a702          2913 3286
a703          229 13148
a704          6320 6101
a705          5463 13164
a706          4186 8542
a707          670 11611
a708          7400 5681
a709          6576 143
a710          6175 11714
a711          5220 14917
a712          4163 2512
a713          23 6487
a714          1503 8711
a715          2208 6281
a716          3809 1841
a717          1841 12224
a718          1778 12358
a719          3452 13227
a720          6794 10713
a721          7187 2314
a722          2949 10531
a723          2613 7069
a724          4552 10914
a725          4043 9550
a726          2880 8019
a727          4724 12630
a728          3054 6951
a729          5221 5930
a730          5575 7844
a731          944 4272
a732          1977 10843
a733          4856 4606
a734          6694 8395
a735          7054 9950
a736          770 9937
a737          5624 5874
a738          1732 1767
a739          893 9558
a740          4214 3629
a741          6535 4560
a742          4381 6294
a743          764 13060
a744          4342 2689
a745          3918 12885
a746          5594 7783
a747          2048 8396
a748          409 2485
a749          2753 7552
a750          2060 1000
a751          3859 3008
a752          5911 6471
a753          3686 1215
a754          7287 8455
a755          1278 10360
a756          6666 11335
a757          3944 10222
a758          1916 9733
a759          6393 2200
a760          5046 4148
a761          4205 13488
a762          2416 2334
a763          5250 5565
a764          5827 2823
a765          6531 9260
a766          6932 5274
a767          1783 10023
a768          662 12862
a769          3279 5158
a770          6810 12001
a771          6199 12947
a772          4265 5669
a773          1102 9459
a774          3311 9606
a775          2889 8448
a776          2807 5308
a777          676 12689
a778          6805 14664
a779          4682 7076
a780          6360 9239
a781          4152 881
a782          6711 3665
a783          3253 10068
a784          5596 10198
a785          6091 4960
a786          4888 14478
a787          1146 2692
a788          7165 12167
a789          557 8301
a790          975 2755
a791          6163 9106
a792          3659 9625
a793          2322 6779
a794          3285 5635
a795          2843 7395
a796          6776 3654
a797          1464 8037
a798          6001 5823
a799          4729 1704
a800          6323 4135
a801          2359 6917
a802          5585 12477
a803          28 1988
a804          1690 8161
a805          5044 11437
a806          5637 12815
a807          3013 4436
a808          1392 2991
a809          6128 2127
a810          3878 11323
a811          918 10031
a812          4003 4143
a813          2159 5828
a814          4719 14416
a815          1155 9845
a816          5567 3850
a817          5538 13339
a818          3966 1422
a819          4094 10439
a820          6713 4519
a821          1616 2449
a822          1305 13272
a823          47 9095
a824          5900 14561
a825          1296 13522
a826          1324 4500
a827          288 2082
a828          5486 9881
a829          2463 8753
a830          5435 7074
a831          5517 4865
a832          6634 4683
a833          7402 390
a834          4974 2793
a835          4858 3683
a836          2847 32
a837          340 7071
a838          5983 13761
a839          196 12494
a840          5835 7922
a841          4224 7793
a842          7314 9831
a843          5403 11285
a844          363 898
a845          5140 5016
a846          6411 14815
a847          3378 2805
a848          6276 10062
a849          3957 14233
a850          1997 5891
a851          5685 917
a852          1868 11010
a853          4885 14352
a854          1070 14561
a855          6525 4274
a856          2634 9699
a857          1511 7022
a858          2724 4434
a859          2919 8553
a860          1102 14230
a861          5283 14437
a862          823 8842
a863          2553 10119
a864          1440 8044
a865          4559 14457
a866          236 4843
a867          2167 9666
a868          6720 8576
a869          4959 7625
a870          6520 11635
a871          6435 8668
a872          1358 12993
a873          3737 3866
a874          199 4865
a875          7130 12618
a876          2946 1819
a877          5751 6577
a878          6921 11521
a879          5265 14944
a880          5144 8037
a881          3926 8510
a882          7112 10981
a883          1390 3372
a884          6605 10641
a885          741 8838
a886          4657 10729
a887          3039 9035
a888          2995 11016
a889          2391 1016
a890          6413 1714
a891          6660 8730
a892          1063 1568
a893          6806 3885
a894          1596 14909
a895          5292 659
a896          6599 2130
a897          5201 14297
a898          2708 10050
a899          4832 3026
a900          5198 688
a901          1708 3636
a902          4872 7495
a903          1867 10803
a904          3391 9660
a905          2392 968
a906          6521 12490
a907          9 5835
a908          812 6029
a909          326 3699
a910          7443 6530
a911          2712 11857
a912          2758 10717
a913          3348 11146
a914          7036 14792
a915          5227 7996
a916          6430 8543
a917          4803 9752
a918          1813 4861
a919          4942 13644
a920          3821 5698
a921          5373 2606
a922          954 14358
a923          2315 10149
a924          655 14319
a925          5813 10685
a926          884 13680
a927          3727 795
a928          1538 2693
a929          4398 14280
a930          4957 11884
a931          7062 2718
a932          893 14304
a933          4629 4846
a934          2088 13234
a935          2497 14827
a936          3126 2083
a937          1011 14970
a938          1840 6532
a939          5926 6681
a940          5472 7060
a941          3375 7715
a942          3693 11359
a943          396 10818
a944          4172 4083
a945          2804 11366
a946          5454 11544
a947          995 5748
a948          4883 8784
a949          2968 2130
a950          6918 1598
a951          2120 14040
a952          3951 3463
a953          1677 12357
a954          1687 12082
a955          2347 5344
a956          302 6846
a957          6141 1716
a958          5441 12304
a959          3084 9339
a960          1659 10743
a961          6939 9393
a962          940 14206
a963          6896 3336
a964          4981 2578
a965          2763 1847
a966          3207 13684
a967          5511 9443
a968          3166 3806
a969          131 10211
a970          1763 13012
a971          5284 10050
a972          6818 11278
a973          4537 12011
a974          4615 10704
a975          5257 14619
a976          5199 12261
a977          300 4464
a978          3505 8505
a979          5887 11708
a980          233 9827
a981          6508 6016
a982          3223 4161
a983          5304 12422
a984          6200 1882
a985          5354 10157
a986          238 2501
a987          2717 13295
a988          2756 1981
a989          2479 3698
a990          5429 3447
a991          945 11146
a992          5923 9430
a993          3348 10187
a994          1160 4500
a995          6035 7053
a996          2502 6968
a997          6542 8960
a998          139 823
a999          6904 14469
a1000          705 318
a1001          6724 8476
a1002          5055 11761
a1003          2566 11429
a1004          1618 4369
a1005          3038 7576
a1006          943 7322
a1007          2245 6181
a1008          3595 13417
a1009          6038 2117
a1010          3615 11868
a1011          4284 8322
a1012          6890 10278
a1013          2215 3875
a1014          7060 807
a1015          5263 11876
a1016          4152 10643
a1017          6100 14198
a1018          6515 4970
a1019          7226 5874
a1020          269 6103
a1021          3486 12809
a1022          1806 13299
a1023          4304 10719
a1024          1891 10328
a1025          5947 12614
a1026          2868 8330
a1027          7352 11335
a1028          2716 4766
a1029          4061 2467
a1030          4666 13812
a1031          1878 12129
a1032          3115 11899
a1033          3316 4746
a1034          2061 1552
a1035          6927 11870
a1036          1909 2705
a1037          4679 6208
a1038          1288 7692
a1039          2830 14859
a1040          2898 7395
a1041          7203 6747
a1042          3495 7099
a1043          1271 11222
a1044          2127 10928
a1045          7374 1934
a1046          2086 13864
a1047          4145 3078
a1048          4137 4821
a1049          4645 257
a1050          812 2905
a1051          4266 6339
a1052          1801 3627
a1053          2555 6004
a1054          6119 11289
a1055          6755 5757
a1056          3120 10095
a1057          4867 5919
a1058          2682 12807
a1059          2270 13822
a1060          1866 4249
a1061          5027 3719
a1062          6488 14388
a1063          7422 5149
a1064          6124 3185
a1065          2085 7761
a1066          5414 6005
a1067          5175 8734
a1068          963 13244
a1069          3772 7715
a1070          5818 11252
a1071          5778 6760
a1072          1138 2249
a1073          2737 2057
a1074          4979 1865
a1075          1457 13177
a1076          64 743
a1077          4984 5950
a1078          3473 530
a1079          7002 1393
a1080          7023 9839
a1081          5706 14492
a1082          3368 8743
a1083          1105 13258
a1084          187 11835
a1085          3532 1332
a1086          490 9678
a1087          5585 8293
a1088          1786 1990
a1089          6546 10885
a1090          6776 1288
a1091          755 12100
a1092          1095 1548
a1093          1994 10786
a1094          6095 5249
a1095          185 5104
a1096          4391 3074
a1097          1625 7360
a1098          3379 12145
a1099          2439 3187
a1100          1787 1481
a1101          88 5587
a1102          7234 13997
a1103          3008 8523
a1104          2093 300
a1105          5588 1695
a1106          5485 206
a1107          5142 147
a1108          3242 6842
a1109          1275 6438
a1110          2191 2142
a1111          868 2042
a1112          215 14503
a1113          854 10727
a1114          3784 12907
a1115          3291 11541
a1116          1889 12424
a1117          3884 10375
a1118          4818 7623
a1119          6359 298
a1120          3638 4998
a1121          7288 11613
a1122          1045 12950
a1123          6193 171
a1124          4163 9636
a1125          1693 7686
a1126          2841 14796
a1127          6669 5286
a1128          7207 13168
a1129          3481 10285
a1130          5629 1532
a1131          5080 10709
a1132          471 11582
a1133          5881 2138
a1134          4485 6133
a1135          5568 13336
a1136          6604 5841
a1137          60 14138
a1138          4462 12114
a1139          1902 10882
a1140          1748 6193
a1141          760 5605
a1142          4207 8809
a1143          6152 7388
a1144          4401 13913
a1145          3924 11188
a1146          5700 5295
a1147          3852 2468
a1148          1684 12931
a1149          5490 157
a1150          4223 13244
a1151          5110 12285
a1152          2994 2885
a1153          1783 8053
a1154          1281 13201
a1155          308 6635
a1156          5338 10428
a1157          6488 14905
a1158          2872 763
a1159          957 5638
a1160          1581 3338
a1161          6374 8627
a1162          6524 406
a1163          6376 9714
a1164          7221 2282
a1165          5284 1707
a1166          1363 2728
a1167          1858 6312
a1168          6281 3200
a1169          1464 8362
a1170          4686 8352
a1171          4382 3687
a1172          7248 8536
a1173          3886 5941
a1174          7209 8030
a1175          5659 7332
a1176          552 9551
a1177          3908 8550
a1178          1285 3595
a1179          5162 9958
a1180          2328 13040
a1181          253 11282
a1182          6368 1989
a1183          403 14158
a1184          306 13551
a1185          1588 1202
a1186          815 10729
a1187          5689 9574
a1188          2195 10826
a1189          3095 227
a1190          4606 6952
a1191          2493 10857
a1192          382 4505
a1193          314 12699
a1194          3392 1060
a1195          4547 1402
a1196          7284 7248
a1197          1320 8275
a1198          4982 7015
a1199          3608 8440
a1200          4738 4674
a1201          3522 1251
a1202          3839 9794
a1203          6925 1247
a1204          7046 1020
a1205          2150 11502
a1206          4849 4083
a1207          3661 5481
a1208          4269 2422
a1209          392 1917
a1210          3252 8196
a1211          768 14016
a1212          6729 3070
a1213          902 14142
a1214          3851 8512
a1215          457 9516
a1216          4610 5092
a1217          6231 10868
a1218          5722 3608
a1219          5610 7675
a1220          5923 12761
a1221          1488 9010
a1222          4227 5334
a1223          3777 1912
a1224          518 3973
a1225          769 12890
a1226          2360 7627
a1227          731 2678
a1228          4349 11215
a1229          5316 6196
a1230          7093 11755
a1231          1715 12667
a1232          6448 12475
a1233          3067 3499
a1234          3279 14774
a1235          1726 14867
a1236          5691 11354
a1237          5560 8087
a1238          937 9594
a1239          7235 664
a1240          5140 9265
a1241          6400 4977
a1242          6947 12964
a1243          4622 3119
a1244          2765 11866
a1245          6643 5470
a1246          6488 12987
a1247          310 10320
a1248          1089 4966
a1249          4195 11103
a1250          2413 11119
a1251          6527 5350
a1252          4223 4473
a1253          6182 8433
a1254          6150 12963
a1255          3189 13912
a1256          1001 7514
a1257          5306 2301
a1258          6605 8629
a1259          4664 7595
a1260          4048 6471
a1261          6439 2099
a1262          2465 2768
a1263          4593 6683
a1264          5440 13256
a1265          7315 14500
a1266          2055 10900
a1267          2614 479
a1268          4073 4511
a1269          2853 6997
a1270          6263 3808
a1271          454 13800
a1272          6136 5938
a1273          3829 11338
a1274          2350 9511
a1275          2944 2009
a1276          2834 1409
a1277          3936 11592
a1278          3732 13633
a1279          6379 13738
a1280          3526 13534
a1281          6407 10911
a1282          5405 7800
a1283          2972 2268
a1284          4004 13965
a1285          2616 14831
a1286          3524 9782
a1287          5141 14693
a1288          3635 8574
a1289          5229 7012
a1290          2189 3001
a1291          5152 7330
a1292          7403 2867
a1293          1093 4505
a1294          171 11883
a1295          4100 3344
a1296          4022 14349
a1297          1212 13947
a1298          5808 13575
a1299          3598 1695
a1300          5876 12464
a1301          6545 1383
a1302          2686 269
a1303          5672 5074
a1304          3055 8377
a1305          6317 157
a1306          3634 12262
a1307          6025 1552
a1308          6155 5411
a1309          7120 9763
a1310          6994 7378
a1311          6096 11571
a1312          6892 14818
a1313          7341 11265
a1314          4904 6433
a1315          5042 3709
a1316          4319 13228
a1317          5975 876
a1318          6140 2126
a1319          2895 619
a1320          3624 593
a1321          4765 10309
a1322          6272 4169
a1323          5661 14566
a1324          1754 10422
a1325          4902 6857
a1326          7066 12945
a1327          3800 13692
a1328          1652 10816
a1329          7128 6490
a1330          3095 7993
a1331          2681 12878
a1332          6816 5654
a1333          440 11125
a1334          2488 7624
a1335          5197 6499
a1336          6326 14873
a1337          7202 1706
a1338          1205 1606
a1339          13 6300
a1340          897 10042
a1341          1738 12999
a1342          7008 12619
a1343          2568 3685
a1344          7261 10735
a1345          3480 9698
a1346          2013 14102
a1347          3273 7574
a1348          6627 13747
a1349          2549 9038
a1350          3546 7109
a1351          3752 7220
a1352          5233 9155
a1353          2728 10009
a1354          5511 4545
a1355          7354 5528
a1356          6670 5046
a1357          2171 5538
a1358          3966 5473
a1359          7461 13038
a1360          3573 9636
a1361          2146 3097
a1362          6925 5183
a1363          5422 4731
a1364          1070 10670
a1365          4839 772
a1366          10 1133
a1367          185 2503
a1368          5429 1798
a1369          4866 6416
a1370          3760 8261
a1371          3725 4172
a1372          1445 3232
a1373          5108 14819
a1374          1177 536
a1375          4164 2673
a1376          1889 2982
a1377          4370 1619
a1378          1341 7241
a1379          3598 441
a1380          133 5495
a1381          6030 6762
a1382          2889 2729
a1383          4351 14772
a1384          2407 9545
a1385          6538 5621
a1386          6770 10723
a1387          4644 14597
a1388          2495 13607
a1389          364 4074
a1390          4200 14538
a1391          7333 14206
a1392          2160 14694
a1393          2901 4599
a1394          6148 7421
a1395          6196 2531
a1396          2945 12419
a1397          1575 6000
a1398          5967 4166
a1399          4662 3620
a1400          5776 3812
a1401          5684 10680
a1402          267 10305
a1403          2992 4189
a1404          3045 4690
a1405          7167 7503
a1406          5919 4910
a1407          6601 5228
a1408          4217 7502
a1409          6114 13779
a1410          6273 6566
a1411          7246 3449
a1412          7102 851
a1413          1358 12402
a1414          1926 12479
a1415          882 10521
a1416          4366 6839
a1417          6574 446
a1418          5433 7266
a1419          819 12001
a1420          3666 7188
a1421          4550 12223
a1422          7258 3255
a1423          5025 6146
a1424          3145 10318
a1425          2772 2811
a1426          6815 9039
a1427          6885 11077
a1428          5880 3400
a1429          1563 5442
a1430          6610 11780
a1431          2024 950
a1432          600 1660
a1433          6861 3835
a1434          7084 10955
a1435          4882 12745
a1436          6508 1798
a1437          3637 4762
a1438          4073 5494
a1439          5112 3399
a1440          6326 7491
a1441          4970 3537
a1442          1538 8246
a1443          733 9898
a1444          3205 13823
a1445          3619 1984
a1446          2078 2045
a1447          6786 9492
a1448          1310 10516
a1449          5161 2614
a1450          6198 13080
a1451          5983 957
a1452          4796 2268
a1453          4374 7290
a1454          4877 6543
a1455          7418 7830
a1456          1905 97
a1457          1733 6553
a1458          1100 2070
a1459          469 11342
a1460          1568 6982
a1461          7456 3265
a1462          2942 6043
a1463          4004 14614
a1464          2834 8963
a1465          6907 3727
a1466          4952 13531
a1467          7098 6167
a1468          414 13979
a1469          1710 2529
a1470          2157 10776
a1471          4085 5307
a1472          1523 2213
a1473          5793 9377
a1474          5929 5423
a1475          757 10950
a1476          299 13273
a1477          6791 2197
a1478          3805 11857
a1479          3102 1477
a1480          5035 2963
a1481          5793 1952
a1482          6358 14496
a1483          2732 3293
a1484          6508 3747
a1485          3536 5681
a1486          2108 8845
a1487          5036 3919
a1488          7144 6117
a1489          1052 7590
a1490          3815 4529
a1491          2334 1065
a1492          6528 5569
a1493          6180 14401
a1494          54 7600
a1495          4687 7988
a1496          2025 249
a1497          3447 1229
a1498          6070 836
a1499          4713 5807
a1500          5823 7420
a1501          5787 14102
a1502          2815 13403
a1503          6606 10232
a1504          6806 2473
a1505          5617 9938
a1506          4917 8264
a1507          4106 3460
a1508          4290 11484
a1509          5122 13276
a1510          2181 11313
a1511          3606 12086
a1512          2024 3383
a1513          4751 13077
a1514          6611 54
a1515          4109 3659
a1516          3970 7304
a1517          4211 13990
a1518          3492 4014
a1519          339 12545
a1520          7244 14845
a1521          5634 7768
a1522          1218 10408
a1523          3838 12567
a1524          3643 465
a1525          4038 7374
a1526          3692 11653
a1527          7038 6384
a1528          1166 682
a1529          1253 8275
a1530          3587 13990
a1531          2025 10372
a1532          5962 5137
a1533          3205 11173
a1534          2110 14068
a1535          4140 13207
a1536          2890 14677
a1537          4637 6130
a1538          3403 10247
a1539          2679 11328
a1540          2927 1674
a1541          7033 14527
a1542          4789 10164
a1543          2664 9499
a1544          4111 12472
a1545          5320 1090
a1546          6845 3349
a1547          4210 13087
a1548          5252 9417
a1549          6516 7614
a1550          1594 8729
a1551          6158 12979
a1552          1520 13362
a1553          3745 10612
a1554          2449 11375
a1555          6055 4477
a1556          3732 6625
a1557          4321 12461
a1558          7151 6583
a1559          6836 8343
a1560          6103 5688
a1561          7465 4902
a1562          6195 1585
a1563          1851 2186
a1564          5899 6469
a1565          4909 1023
a1566          1901 2164
a1567          3601 14874
a1568          6670 3361
a1569          7277 10386
a1570          5814 9329
a1571          3278 9920
a1572          6172 4513
a1573          6334 10145
a1574          7230 7079
a1575          329 3923
a1576          4163 10155
a1577          1827 9489
a1578          4437 1701
a1579          3753 6616
a1580          7360 6790
a1581          3072 6594
a1582          3166 3510
a1583          1589 4584
a1584          3890 1422
a1585          6830 1922
a1586          1002 2412
a1587          956 4310
a1588          2171 8638
a1589          7362 5228
a1590          5376 4695
a1591          1662 11795
a1592          2449 7742
a1593          2203 12938
a1594          5115 8278
a1595          2307 11989
a1596          4795 13734
a1597          6192 11845
a1598          7220 3083
a1599          2057 6311
a1600          1310 7717
a1601          691 13553
a1602          6265 4940
a1603          179 9949
a1604          6434 13639
a1605          6124 4033
a1606          6124 2622
a1607          2775 13227
a1608          4118 5966
a1609          6414 8338
a1610          7485 12410
a1611          3131 729
a1612          4652 3417
a1613          783 8120
a1614          5218 14538
a1615          255 2896
a1616          6714 4271
a1617          4245 8372
a1618          1065 2392
a1619          2554 14065
a1620          419 3007
a1621          3168 13988
a1622          1763 1544
a1623          7472 1052
a1624          4907 1224
a1625          1250 11923
a1626          1209 4178
a1627          6161 11800
a1628          3055 6951
a1629          4944 5655
a1630          1073 9109
a1631          6224 2294
a1632          6216 1652
a1633          795 12549
a1634          3769 12560
a1635          7475 3480
a1636          3977 9637
a1637          197 4974
a1638          2068 7115
a1639          4831 6232
a1640          690 9724
a1641          595 10120
a1642          716 2076
a1643          5416 12981
a1644          2234 1609
a1645          3001 13021
a1646          1077 3086
a1647          3814 2406
a1648          2054 7185
a1649          3102 9700
a1650          1521 13607
a1651          3150 5756
a1652          5096 5722
a1653          6423 11744
a1654          2363 9623
a1655          2539 9551
a1656          6727 3034
a1657          4147 9856
a1658          1938 1392
a1659          5102 6764
a1660          7012 5265
a1661          7262 14720
a1662          6814 12839
a1663          2216 12255
a1664          2009 13262
a1665          3265 670
a1666          2385 11363
a1667          1527 3930
a1668          4724 9855
a1669          4213 2570
a1670          127 3849
a1671          2919 4043
a1672          5982 5800
a1673          6941 4549
a1674          3631 4022
a1675          1983 12442
a1676          4480 11996
a1677          3849 7618
a1678          4100 2571
a1679          183 6990
a1680          5381 815
a1681          2956 1659
a1682          4743 7993
a1683          6918 4061
a1684          7111 5657
a1685          6675 9358
a1686          5082 164
a1687          1420 2974
a1688          1530 5445
a1689          1940 1587
a1690          5972 5928
a1691          1554 9600
a1692          3701 5079
a1693          5762 4713
a1694          521 6475
a1695          5057 14239
a1696          3099 10121
a1697          2112 5478
a1698          6372 8147
a1699          5931 13666
a1700          2999 4027
a1701          2205 14471
a1702          5273 826
a1703          5155 5394
a1704          3123 1731
a1705          756 14134
a1706          1419 13740
a1707          499 5901
a1708          971 9788
a1709          197 8156
a1710          1211 9100
a1711          2032 12456
a1712          6901 10480
a1713          5624 1140
a1714          675 7355
a1715          3688 6151
a1716          634 14199
a1717          896 3137
a1718          6497 4815
a1719          4007 2697
a1720          5261 12838
a1721          5170 13912
a1722          227 11719
a1723          2984 4046
a1724          439 6717
a1725          262 11841
a1726          3336 4601
a1727          5863 1982
a1728          143 8517
a1729          704 5229
a1730          5361 8384
a1731          3892 4710
a1732          6997 1559
a1733          5351 5257
a1734          2918 13735
a1735          4194 14110
a1736          1934 3602
a1737          4181 3344
a1738          712 2436
a1739          3084 12140
a1740          4914 9544
a1741          6204 13774
a1742          1447 10593
a1743          2606 13560
a1744          2736 9469
a1745          7471 3427
a1746          5593 3009
a1747          2563 3221
a1748          4733 4771
a1749          5997 8707
a1750          5982 13565
a1751          1983 19
a1752          476 12497
a1753          6757 10978
a1754          4339 11409
a1755          6244 4537
a1756          4661 2319
a1757          984 9358
a1758          1315 17
a1759          1444 2751
a1760          2599 4868
a1761          211 5176
a1762          7036 4452
a1763          721 11091
a1764          1473 11451
a1765          3235 252
a1766          6873 13816
a1767          7381 14211
a1768          6965 9020
a1769          362 4403
a1770          2838 2285
a1771          1758 4317
a1772          1561 7134
a1773          5225 12119
a1774          7193 5728
a1775          6534 9969
a1776          6269 10854
a1777          1700 3024
a1778          3585 3478
a1779          639 553
a1780          2452 9977
a1781          6513 13370
a1782          2474 4369
a1783          5350 3498
a1784          808 13872
a1785          7391 5543
a1786          5262 6491
a1787          6805 5772
a1788          5995 5442
a1789          1748 4047
a1790          2765 7680
a1791          1406 72
a1792          1186 1124
a1793          3259 11047
a1794          7278 94
a1795          6191 3858
a1796          5639 5758
a1797          2822 14641
a1798          7291 12893
a1799          2081 14897
a1800          772 4080
a1801          2615 10748
a1802          7119 8806
a1803          6544 7176
a1804          4217 8809
a1805          4279 1135
a1806          2706 6009
a1807          5824 14393
a1808          4357 6437
a1809          5540 6137
a1810          3006 14840
a1811          1646 8342
a1812          2384 5900
a1813          4635 14739
a1814          3770 4945
a1815          3866 14300
a1816          2823 3667
a1817          5928 14144
a1818          1825 153
a1819          3153 11267
a1820          1020 11490
a1821          5750 10249
a1822          5627 4422
a1823          305 4564
a1824          2919 950
a1825          4815 10590
a1826          5358 10703
a1827          2039 959
a1828          5936 7449
a1829          7221 14348
a1830          3703 8293
a1831          3367 8132
a1832          1912 13805
a1833          3547 8071
a1834          6747 10892
a1835          1043 14193
a1836          5208 9745
a1837          5968 8554
a1838          2681 8596
a1839          617 4722
a1840          1065 12453
a1841          2618 3983
a1842          5304 10484
a1843          2168 2464
a1844          2677 8544
a1845          336 5621
a1846          610 12632
a1847          1099 6948
a1848          5411 8514
a1849          4767 2665
a1850          1714 4475
a1851          5998 868
a1852          482 13432
a1853          6178 11071
a1854          4817 9893
a1855          4747 5966
a1856          3660 785
a1857          845 875
a1858          4052 4381
a1859          4368 8830
a1860          3895 13632
a1861          4503 11267
a1862          5481 10822
a1863          6788 8860
a1864          684 6182
a1865          1776 12999
a1866          1965 2525
a1867          5433 10501
a1868          1708 10647
a1869          5549 7579
a1870          3458 1311
a1871          5106 6455
a1872          4002 3748
a1873          227 12324
a1874          6549 12098
a1875          5263 2775
a1876          197 7471
a1877          3931 6480
a1878          3584 8673
a1879          900 8542
a1880          6672 2123
a1881          2847 10841
a1882          6055 12099
a1883          5150 12717
a1884          1425 13814
a1885          2049 404
a1886          2109 6516
a1887          3005 3736
a1888          5557 1720
a1889          4246 537
a1890          4876 13801
a1891          6063 13406
a1892          6454 3659
a1893          1604 13902
a1894          4758 9454
a1895          1111 11471
a1896          2205 1475
a1897          5976 9374
a1898          5887 745
a1899          7105 5675
a1900          4309 10585
a1901          5301 3370
a1902          4032 13411
a1903          5916 12308
a1904          483 7422
a1905          1509 13660
a1906          6241 139
a1907          1785 6404
a1908          2025 12902
a1909          3641 6024
a1910          7174 10118
a1911          1373 1992
a1912          781 898
a1913          895 7130
a1914          3959 11428
a1915          3816 10114
a1916          6924 9366
a1917          1297 10712
a1918          5896 11606
a1919          2109 14306
a1920          7090 12615
a1921          5907 6439
a1922          5717 7037
a1923          4238 6944
a1924          3792 3926
a1925          3102 5135
a1926          4492 9537
a1927          3548 14315
a1928          7063 7379
a1929          1580 14410
a1930          5364 13498
a1931          3662 10537
a1932          5405 11538
a1933          6538 13074
a1934          4746 4949
a1935          450 1292
a1936          6406 13598
a1937          341 11059
a1938          1263 12758
a1939          3859 14468
a1940          7102 6881
a1941          734 2080
a1942          4134 6167
a1943          6437 11407
a1944          4888 11316
a1945          1992 8453
a1946          2022 763
a1947          5384 8193
a1948          5837 4129
a1949          4077 9831
a1950          3662 6142
a1951          60 8751
a1952          552 4928
a1953          741 5623
a1954          5946 11484
a1955          5184 7905
a1956          7075 14396
a1957          97 10327
a1958          3894 5894
a1959          5035 3220
a1960          4449 14930
a1961          4989 13850
a1962          1654 123
a1963          3481 8837
a1964          2678 13762
a1965          4023 10733
a1966          3258 8657
a1967          2756 11249
a1968          7406 2477
a1969          1061 6933
a1970          7353 4686
a1971          1259 13720
a1972          5230 8314
a1973          4590 5125
a1974          7143 7552
a1975          2200 12333
a1976          1009 787
a1977          1854 3475
a1978          6416 10087
a1979          2749 5131
a1980          4886 651
a1981          3406 6691
a1982          4242 13484
a1983          5319 14800
a1984          2134 8765
a1985          6196 14961
a1986          1720 8094
a1987          1768 10257
a1988          1407 1347
a1989          1508 12154
a1990          3922 1266
a1991          447 8952
a1992          2809 3885
a1993          89 2892
a1994          3823 1668
a1995          1301 4689
a1996          2487 571
a1997          500 11599
a1998          3330 7256
a1999          1927 13126
a2000          156 2161
a2001          5721 14400
